repo,alg,base_rt,base_mem,rt1,pp1,mem1,races1,rt2,pp2,mem2,races2,rt3,pp3,mem3,races3
kevinsawicki/etag-cache,shb,7.69,370960,26.83,1.50,1243020,7,16.81,1.25,1229836,7,14.74,1.61,1243292,7
kevinsawicki/etag-cache,hbepoch,7.64,374336,26.55,1.85,879096,7,16.91,1.20,1221916,7,14.54,1.69,841704,7
xebia-france/xebia-servlet-extras,lockset,6.10,265352,32.54,8.52,818276,267,36.06,3.32,851128,267,22.41,2.82,1276992,267
xebia-france/xebia-servlet-extras,fhb,6.02,301600,35.53,5.36,2694324,6,36.30,2.41,1966124,6,25.26,2.49,1998604,6
xebia-france/xebia-servlet-extras,hbepoch,5.48,268240,32.50,8.66,1265832,118,36.56,3.20,1243112,118,24.48,3.12,1255136,118
kevinsawicki/etag-cache,fhb,10.03,362464,25.26,2.33,1536896,7,17.41,1.45,1426004,7,15.77,2.18,1438920,7
kevinsawicki/etag-cache,shbepoch,14.40,366972,24.43,1.60,776592,7,17.57,1.29,1274716,7,17.29,1.74,770348,7
kevinsawicki/etag-cache,hb,17.51,364648,26.66,1.69,769044,7,20.07,3.16,1227748,7,21.46,1.62,1242828,7
kevinsawicki/etag-cache,goldilocks,7.57,371928,31.78,1.65,2418464,9,24.39,2.12,2438132,10,25.60,1.41,2428576,9
kevinsawicki/etag-cache,lockset,10.04,367396,25.27,10.52,1250364,856,16.35,10.13,1255720,856,18.67,9.81,1244928,856
cilogi/gaeshiro,shbepoch,5.10,275116,18.94,1.79,2508736,3,19.25,1.14,2414224,3,17.66,1.36,2381644,3
cilogi/gaeshiro,lockset,5.16,293584,18.81,1.91,2252624,65,19.06,1.20,2253816,65,17.83,1.32,2488504,65
cilogi/gaeshiro,fhb,5.10,292320,19.94,1.29,2493292,3,19.33,1.07,2639048,3,19.48,1.45,2659500,3
syphr42/prom,shb,2.42,275408,FAIL,,,,FAIL,,,,FAIL,,,
syphr42/prom,goldilocks,1.62,248832,FAIL,,,,FAIL,,,,FAIL,,,
syphr42/prom,fhb,2.35,287880,FAIL,,,,FAIL,,,,FAIL,,,
syphr42/prom,lockset,2.39,285804,FAIL,,,,FAIL,,,,FAIL,,,
cilogi/gaeshiro,hb,4.55,292940,21.17,1.68,2179576,4,22.45,1.23,2246660,4,20.93,1.48,2360964,4
cilogi/gaeshiro,hbepoch,5.24,294888,21.71,2.32,2599852,4,22.82,1.25,2332580,4,20.27,1.24,2363044,4
xebia-france/xebia-servlet-extras,goldilocks,6.70,276448,59.76,3.06,2640544,128,46.47,2.38,2668756,128,41.59,2.06,2657256,128
syphr42/prom,hb,2.41,282880,FAIL,,,,FAIL,,,,FAIL,,,
syphr42/prom,hbepoch,2.35,278176,FAIL,,,,FAIL,,,,FAIL,,,
syphr42/prom,shbepoch,2.47,276604,FAIL,,,,FAIL,,,,FAIL,,,
cilogi/gaeshiro,shb,5.27,291456,24.85,1.67,2404380,3,27.21,1.59,2507248,3,22.93,1.57,2463716,3
syphr42/prom,wcp,1.65,236556,FAIL,,,,FAIL,,,,FAIL,,,
cilogi/gaeshiro,goldilocks,4.25,298744,24.80,1.46,2583920,6,28.45,1.17,2396532,6,25.24,1.19,2490508,6
Ardesco/driver-binary-downloader-maven-plugin,fhb,11.86,335248,FAIL,,,,FAIL,,,,FAIL,,,
Ardesco/driver-binary-downloader-maven-plugin,hbepoch,13.99,331200,FAIL,,,,FAIL,,,,FAIL,,,
PhantomThief/thrift-pool-client,shbepoch,2.52,339056,9.07,0.37,668868,3,9.32,0.42,629924,3,9.37,0.39,635388,3
PhantomThief/thrift-pool-client,hb,2.15,310272,9.79,0.49,629788,7,9.96,0.74,608268,7,9.77,0.48,585816,7
PhantomThief/thrift-pool-client,shb,2.14,306532,9.84,0.45,617372,2,9.75,0.81,589824,3,10.19,0.43,602152,3
PhantomThief/thrift-pool-client,hbepoch,2.14,313344,9.82,0.51,599064,3,9.91,0.76,605212,4,10.14,0.49,595996,4
PhantomThief/thrift-pool-client,lockset,1.84,307048,9.56,0.69,579968,12,9.69,1.01,605200,13,9.95,0.83,595860,13
Ardesco/driver-binary-downloader-maven-plugin,shbepoch,13.21,332872,FAIL,,,,FAIL,,,,FAIL,,,
PhantomThief/thrift-pool-client,wcp,1.77,313344,10.50,0.52,1325068,7,10.69,0.55,1344768,7,10.57,0.52,1324088,8
hackingwu/Java-Promise,hb,5.14,261680,9.63,0.26,383396,6,9.60,0.22,399744,6,9.67,0.20,409608,6
PhantomThief/thrift-pool-client,goldilocks,1.78,310176,11.11,0.75,660520,12,10.81,0.69,663560,12,10.94,0.75,685084,12
Ardesco/driver-binary-downloader-maven-plugin,lockset,9.32,337688,FAIL,,,,FAIL,,,,FAIL,,,
hackingwu/Java-Promise,shb,5.45,227328,9.37,0.37,362504,2,9.49,0.22,371740,2,9.32,0.34,374796,3
hackingwu/Java-Promise,shbepoch,5.50,233380,9.77,0.18,359092,2,9.56,0.31,356364,2,9.44,0.43,362524,2
hackingwu/Java-Promise,hbepoch,5.71,263104,10.65,0.60,405152,6,11.10,0.37,395988,6,10.82,1.27,400540,6
hackingwu/Java-Promise,fhb,5.58,262284,9.81,0.25,405240,2,10.40,0.26,383988,2,10.94,1.32,382248,2
tguzik/m2u,shb,5.66,275544,67.15,3.47,738272,133,56.44,3.30,739588,133,57.99,4.07,753152,133
tguzik/m2u,shbepoch,5.64,274896,67.77,3.29,734012,133,57.99,3.35,742552,133,56.68,3.45,733860,133
tguzik/m2u,hb,5.63,278028,65.63,4.49,1564996,190,58.78,4.40,1315884,194,57.07,4.64,2480900,195
hackingwu/Java-Promise,wcp,5.35,230400,9.81,0.26,374812,11,9.39,0.81,371740,11,17.50,1.80,370368,11
hackingwu/Java-Promise,syncp,5.49,227328,10.55,0.18,646608,1,10.43,0.31,627768,1,16.69,0.89,653128,1
tguzik/m2u,fhb,5.60,260848,65.30,3.34,1033140,133,63.15,3.43,1622744,133,59.07,4.00,840504,133
rbuck/java-retry,lockset,27.11,265316,30.95,0.34,404728,10,31.10,0.25,390884,10,30.66,0.79,407544,10
rbuck/java-retry,shbepoch,27.12,265460,31.02,0.25,401400,9,31.10,0.24,402632,9,30.67,0.77,396636,9
rbuck/java-retry,wcp,25.80,264196,30.28,0.35,390260,12,31.08,0.25,422212,12,30.73,0.74,413804,12
rbuck/java-retry,fhb,27.13,275428,30.96,0.29,403416,9,31.16,0.22,396108,9,31.18,0.29,409404,9
rbuck/java-retry,hb,27.08,268540,31.03,0.31,396932,12,31.25,0.27,394024,12,31.07,0.51,429516,12
PhantomThief/thrift-pool-client,fhb,2.21,338096,11.41,0.47,639256,3,11.22,1.14,645732,2,20.29,0.42,644992,2
Ardesco/driver-binary-downloader-maven-plugin,shb,13.19,339836,FAIL,,,,FAIL,,,,FAIL,,,
tguzik/m2u,lockset,3.25,268096,62.40,4.78,1731196,195,60.58,4.44,2444168,195,61.77,4.74,2446612,192
hackingwu/Java-Promise,lockset,5.75,256460,11.97,0.27,382028,11,12.11,0.51,384444,11,20.90,0.29,383760,11
rbuck/java-retry,goldilocks,26.20,275808,31.25,0.38,411828,14,30.80,0.31,401972,14,33.16,0.70,407964,14
rbuck/java-retry,shb,27.09,263280,33.57,0.30,406876,9,32.85,0.59,394356,9,32.89,0.32,401512,9
Ardesco/driver-binary-downloader-maven-plugin,hb,11.93,340464,FAIL,,,,FAIL,,,,FAIL,,,
rbuck/java-retry,syncp,26.77,266756,32.29,0.33,660064,8,31.98,0.22,648824,8,39.38,0.61,658224,8
tguzik/m2u,goldilocks,3.27,277388,75.71,3.82,2976796,175,64.93,3.75,2203732,194,66.68,3.94,2311852,196
hackingwu/Java-Promise,goldilocks,5.60,262016,10.90,0.26,393312,6,11.05,1.00,392780,6,19.86,0.34,397304,6
tguzik/m2u,hbepoch,5.53,267208,85.76,9.72,761292,172,81.65,9.75,770172,194,81.74,9.21,761332,171
cilogi/gaeshiro,wcp,4.22,298472,71.89,1.23,23315908,11,62.64,1.47,21026336,9,69.39,1.33,23411104,9
mikebrock/jboss-websockets,shbepoch,33.12,379424,41.87,3.91,683960,5,48.17,3.73,695892,8,42.73,3.70,703192,8
mikebrock/jboss-websockets,fhb,33.11,575256,43.24,3.67,708036,9,51.88,4.03,712636,8,41.91,3.11,706172,5
mikebrock/jboss-websockets,hb,33.76,580848,42.39,6.77,708768,7,46.04,4.59,712408,7,50.80,4.61,724100,7
zman2013/scuttlebutt,shbepoch,4.00,325336,28.74,2.07,1268980,18,30.33,1.55,973612,18,25.64,1.58,1412736,16
mikebrock/jboss-websockets,lockset,33.17,576488,38.63,5.39,781840,11,51.08,16.49,741328,43,44.00,5.07,780240,10
zman2013/scuttlebutt,hb,4.64,312304,29.16,1.64,1546820,30,31.34,1.59,2635668,34,26.27,1.62,2494548,27
zman2013/scuttlebutt,hbepoch,4.73,322560,30.20,1.62,3133920,28,31.10,1.55,2930860,26,26.27,1.56,2923088,28
zman2013/scuttlebutt,shb,4.60,322496,30.07,1.64,2779584,12,30.93,1.56,2961340,18,26.87,1.56,1879416,16
mikebrock/jboss-websockets,hbepoch,33.29,577452,38.58,34.26,680752,7,40.36,5.53,689888,7,41.04,4.70,684888,5
zman2013/scuttlebutt,lockset,8.77,371280,23.71,3.59,3363708,94,22.22,1.83,2238596,94,22.59,1.46,2095096,94
mikebrock/jboss-websockets,shb,33.31,580716,40.27,4.03,701820,6,53.64,5.36,707840,9,60.85,4.78,701832,7
zman2013/scuttlebutt,wcp,8.91,350724,25.79,1.58,5840256,29,25.32,1.21,6115024,29,25.02,1.01,5579780,30
tguzik/m2u,wcp,3.37,271860,101.45,7.45,10324608,180,94.09,7.28,10227956,169,95.34,7.70,10516732,175
zman2013/scuttlebutt,goldilocks,8.68,349292,28.84,1.08,2841040,31,26.92,1.00,3031260,32,32.87,1.01,3118496,33
zman2013/scuttlebutt,fhb,8.15,350976,32.70,1.41,3099104,11,32.09,1.34,3028324,10,32.06,1.35,3001044,10
VaughnVernon/mockroservices-java,hbepoch,4.23,271092,12.83,0.67,707552,8,12.45,0.63,693012,8,12.75,0.61,702720,8
offbynull/portmapper,goldilocks,4.44,373820,FAIL,,,,FAIL,,,,FAIL,,,
offbynull/portmapper,lockset,4.25,384068,FAIL,,,,FAIL,,,,FAIL,,,
offbynull/portmapper,hbepoch,4.34,371540,FAIL,,,,FAIL,,,,FAIL,,,
zhanyeye/DesSim,hb,5.39,296092,22.48,4.31,679812,87,22.14,2.85,682440,78,29.72,4.48,690540,89
VaughnVernon/mockroservices-java,shb,4.18,233472,15.99,0.92,669696,5,16.16,0.94,660480,5,16.60,0.92,660268,5
offbynull/portmapper,fhb,4.28,371580,FAIL,,,,FAIL,,,,FAIL,,,
offbynull/portmapper,hb,4.28,331776,FAIL,,,,FAIL,,,,FAIL,,,
VaughnVernon/mockroservices-java,fhb,4.37,230408,18.14,0.88,669048,5,16.41,0.90,679556,5,16.26,1.18,677868,5
Azure-Samples/cassandra-proxy,lockset,3.36,313716,41.58,2.90,1144240,27,40.38,2.34,1161244,27,38.57,2.37,1140108,27
VaughnVernon/mockroservices-java,lockset,4.88,300500,19.05,0.93,687644,13,18.87,0.92,690964,13,19.20,0.99,694532,13
offbynull/portmapper,shbepoch,4.76,408268,FAIL,,,,FAIL,,,,FAIL,,,
ihaolin/wechat,hb,3.78,264168,7.78,0.28,542908,15,7.87,0.23,541064,15,10.38,0.47,524552,15
VaughnVernon/mockroservices-java,goldilocks,4.85,263120,20.89,0.88,696168,10,20.05,0.89,691764,10,20.05,0.88,693680,10
VaughnVernon/mockroservices-java,hb,5.23,286292,23.63,1.98,683112,8,23.12,1.73,693008,8,23.45,1.89,694684,8
VaughnVernon/mockroservices-java,shbepoch,5.07,267204,22.92,1.70,679372,5,23.24,1.74,672040,5,23.60,1.95,684980,5
VaughnVernon/mockroservices-java,wcp,4.82,264452,21.00,0.90,1973776,9,20.54,0.90,1980492,9,20.97,0.92,1992924,9
Azure-Samples/cassandra-proxy,fhb,3.38,333284,48.27,2.58,4697148,2,45.84,2.47,4698920,2,43.96,2.45,4682464,2
ihaolin/wechat,hbepoch,4.02,269744,10.22,0.25,546972,10,12.96,0.32,544308,10,11.18,0.74,533076,10
ihaolin/wechat,shb,3.86,268824,10.18,1.46,541732,2,11.86,0.41,543276,2,12.20,0.47,526420,2
ihaolin/wechat,fhb,3.70,260384,9.97,0.30,530984,2,10.81,0.35,543068,2,11.23,0.39,549520,2
ihaolin/wechat,goldilocks,3.84,263904,10.14,0.38,527252,10,11.06,0.56,532412,10,13.27,0.46,541784,10
ihaolin/wechat,wcp,4.18,262036,12.35,1.16,560288,15,10.10,1.77,563896,15,10.45,0.25,555944,15
offbynull/portmapper,wcp,5.22,387248,FAIL,,,,FAIL,,,,FAIL,,,
ihaolin/wechat,syncp,4.04,268932,14.11,0.29,799184,2,11.21,0.37,796580,2,11.66,0.35,788196,2
offbynull/portmapper,shb,5.25,389976,FAIL,,,,FAIL,,,,FAIL,,,
ihaolin/wechat,shbepoch,3.65,265012,8.77,1.23,534148,2,25.36,0.32,523768,2,9.76,0.25,533520,2
rovats/java-utils,hbepoch,2.51,258944,5.89,0.41,401428,1,6.02,0.33,400424,1,6.43,0.38,382144,1
rovats/java-utils,hb,1.85,261236,7.63,0.34,387148,1,7.30,0.32,404828,1,6.29,0.31,402888,1
Azure-Samples/cassandra-proxy,hbepoch,2.94,273408,56.55,4.04,696584,2,57.14,3.72,699896,2,56.19,3.85,695364,2
rovats/java-utils,shb,2.61,267472,7.86,0.55,401572,1,7.60,0.24,398852,1,7.74,0.44,419368,1
zhanyeye/DesSim,shbepoch,2.31,273408,36.75,4.47,670336,70,51.01,6.81,703424,73,38.25,4.31,669372,65
Azure-Samples/cassandra-proxy,shb,2.94,294912,56.74,3.93,726924,2,58.51,3.69,1246096,2,57.55,3.73,862184,2
rovats/java-utils,fhb,1.91,262852,9.08,0.29,416824,1,7.62,0.28,404784,1,7.19,0.26,379144,1
ihaolin/wechat,lockset,3.57,261228,9.70,0.42,535108,17,10.91,0.25,550328,17,11.16,0.46,528644,17
rovats/java-utils,wcp,1.83,260756,6.93,0.22,409096,2,7.12,0.28,404028,2,6.55,0.36,398152,2
rovats/java-utils,shbepoch,2.84,268816,9.79,0.47,392764,1,8.87,0.34,413892,1,8.88,0.53,406816,1
rovats/java-utils,goldilocks,1.80,262596,9.09,0.36,401684,2,7.96,0.27,386068,2,9.18,0.27,413220,2
jalpedersen/jetty-hazelcast,hb,3.14,267364,87.76,6.39,5300008,49,85.78,6.16,5373408,49,83.26,6.26,5291364,49
mikebrock/jboss-websockets,goldilocks,33.14,558624,38.36,11.28,721036,10,42.49,95.99,683140,7,38.09,76.15,697192,7
rovats/java-utils,lockset,2.07,250280,7.26,0.40,410548,2,7.40,0.23,414036,2,7.21,0.23,405844,3
mikebrock/jboss-websockets,wcp,33.09,577076,39.62,97.24,1355528,13,42.00,81.13,1354324,13,40.75,5.91,1956948,10
Azure-Samples/cassandra-proxy,hb,3.37,318900,69.06,3.18,717208,2,66.46,4.09,827844,2,67.83,3.73,729000,2
Azure-Samples/cassandra-proxy,shbepoch,3.38,317196,68.72,3.17,2301100,2,66.20,3.41,1275496,2,69.24,3.80,2311696,2
520github/fw-parallel-task,shb,31.47,236544,35.59,0.49,437256,5,35.80,0.54,439524,5,36.34,0.26,436788,5
520github/fw-parallel-task,shbepoch,31.48,233472,35.48,0.58,444492,5,35.63,0.48,436928,5,36.28,0.36,442068,5
MountCloud/ffmpeg-operate,hbepoch,3.88,268936,13.37,0.85,642244,14,14.64,0.81,652420,14,15.63,0.64,644884,14
520github/fw-parallel-task,hbepoch,31.44,230400,35.44,0.61,452068,9,37.20,0.33,438356,9,36.95,0.29,436388,9
520github/fw-parallel-task,hb,31.50,239616,35.58,0.49,432796,9,38.19,0.29,437348,9,37.00,0.40,441984,9
MountCloud/ffmpeg-operate,lockset,3.06,227328,9.75,0.53,614400,73,8.10,0.52,626712,73,8.48,0.65,629512,73
MountCloud/ffmpeg-operate,wcp,3.56,258852,8.25,0.52,671108,14,7.84,0.41,664488,14,7.66,0.38,637664,14
520github/fw-parallel-task,fhb,31.68,272076,36.86,0.28,451672,5,37.13,0.33,446212,5,38.29,0.27,460028,5
mikebrock/jboss-websockets,syncp,33.48,576672,108.10,1.96,11355428,0,111.67,0.18,11357600,0,103.07,0.29,11373144,0
MountCloud/ffmpeg-operate,hb,3.29,256828,9.68,0.44,647364,14,10.01,0.53,648700,14,10.51,1.09,641088,14
jalpedersen/jetty-hazelcast,fhb,3.61,265312,93.70,7.04,8000088,7,93.37,6.24,8405172,7,92.88,7.55,7347996,7
520github/fw-parallel-task,goldilocks,32.10,268600,38.57,0.43,465808,9,38.72,0.46,465048,9,39.14,0.71,461844,9
520github/fw-parallel-task,wcp,32.08,265732,38.11,0.58,448048,9,39.12,0.53,459576,9,38.85,0.51,471532,9
MountCloud/ffmpeg-operate,fhb,4.04,263224,12.95,1.01,660716,14,11.26,0.43,664552,14,14.24,0.75,655576,14
MountCloud/ffmpeg-operate,shbepoch,4.56,265760,12.26,0.80,656124,14,14.40,0.49,633972,14,14.83,0.75,663972,14
MountCloud/ffmpeg-operate,shb,4.28,261860,13.98,1.41,654056,14,15.35,1.93,640584,14,13.85,0.48,637064,14
MountCloud/ffmpeg-operate,goldilocks,2.96,258048,8.21,0.38,620572,17,8.12,0.41,629780,17,8.11,1.06,595996,17
520github/fw-parallel-task,lockset,32.08,269708,38.47,0.58,466672,11,38.77,0.42,457656,11,39.11,0.72,464316,11
jalpedersen/jetty-hazelcast,hbepoch,5.14,276260,103.47,7.91,3297276,47,106.76,7.84,4403080,47,104.91,7.88,3903196,47
opentracing-contrib/java-concurrent,shbepoch,4.17,268708,10.07,0.36,492000,0,11.58,0.21,510816,0,10.44,1.01,501584,0
opentracing-contrib/java-concurrent,hb,4.74,272228,12.22,0.84,511092,0,13.62,0.28,486468,0,11.49,0.31,495144,0
opentracing-contrib/java-concurrent,hbepoch,4.33,268496,11.41,0.41,513516,0,13.72,0.33,482456,0,11.43,0.60,503420,0
opentracing-contrib/java-concurrent,lockset,4.37,268628,12.86,0.41,394976,16,10.76,2.51,406556,16,11.01,0.54,396384,16
opentracing-contrib/java-concurrent,shb,4.70,273056,12.65,0.78,480840,0,15.59,0.30,501632,0,16.74,0.51,494680,0
opentracing-contrib/java-concurrent,goldilocks,4.21,266056,12.80,0.22,516988,0,11.48,0.84,528876,0,12.04,0.31,527016,0
opentracing-contrib/java-concurrent,fhb,4.05,254976,10.14,0.43,463032,0,27.13,0.28,460828,0,9.01,0.23,482332,0
kurbatov/firmata4j,shb,6.94,281316,7.99,0.22,477364,2,10.78,1.32,504460,2,10.93,0.35,494816,2
kurbatov/firmata4j,hb,7.12,279560,8.54,0.23,481260,2,12.31,0.20,506596,2,10.66,0.53,492232,2
kurbatov/firmata4j,lockset,3.37,293820,9.81,0.89,477196,7,10.81,0.43,492532,7,9.46,0.35,494788,7
kurbatov/firmata4j,goldilocks,3.31,285668,8.72,2.01,503860,2,10.13,0.72,495232,2,10.02,0.34,484488,2
